project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	23e18209-79be-4860-a1bf-fdf0ca1c3b5a	TCGA-PZ-A5RE-10B	6a0d7561-0479-4119-890e-484f3c4fcb34	TCGA-PZ-A5RE-10B-01	2d116b9b-df81-4e1b-a89b-882c4a10223e	TCGA-PZ-A5RE-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	23e18209-79be-4860-a1bf-fdf0ca1c3b5a	TCGA-PZ-A5RE-10B	6a0d7561-0479-4119-890e-484f3c4fcb34	TCGA-PZ-A5RE-10B-01	839c9148-4f6f-4208-a690-d51f640af35c	TCGA-PZ-A5RE-10B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	7b570186-54cd-4972-95b5-d3995f2f17ab	TCGA-PZ-A5RE-11A	2b61f62e-a913-42c0-a360-2634955897b2	TCGA-PZ-A5RE-11A-11	871238e9-2b1c-47df-92b4-23b90a8a983c	TCGA-PZ-A5RE-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	7b570186-54cd-4972-95b5-d3995f2f17ab	TCGA-PZ-A5RE-11A	2b61f62e-a913-42c0-a360-2634955897b2	TCGA-PZ-A5RE-11A-11	f11532d9-411d-441d-a81e-06e6337bb7d5	TCGA-PZ-A5RE-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	be7e2197-4c7c-4ab5-a003-940054104848	TCGA-PZ-A5RE-01A	708d2fd9-5d0b-44fe-a5d3-17fd5fa91208	TCGA-PZ-A5RE-01A-11	21cd3e8f-8062-4a04-96cf-87f874312242	TCGA-PZ-A5RE-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	be7e2197-4c7c-4ab5-a003-940054104848	TCGA-PZ-A5RE-01A	708d2fd9-5d0b-44fe-a5d3-17fd5fa91208	TCGA-PZ-A5RE-01A-11	94607b33-8a96-4ea8-a04c-c11bb6a9ec19	TCGA-PZ-A5RE-01A-11R	1.85	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.2	7.2	UV Spec	released	'--
TCGA-PAAD	c26002e7-abf1-42b9-bf36-0e97249d872f	TCGA-PZ-A5RE	be7e2197-4c7c-4ab5-a003-940054104848	TCGA-PZ-A5RE-01A	708d2fd9-5d0b-44fe-a5d3-17fd5fa91208	TCGA-PZ-A5RE-01A-11	cebed533-60b1-4f22-a12a-da9fd55babc0	TCGA-PZ-A5RE-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1fe937f7-b4e5-4cf6-be9b-215a012533c6	TCGA-HZ-7920	d77fff54-00dc-4bae-87be-581218089c09	TCGA-HZ-7920-01A	8b53a341-8fbf-482b-85a6-bf042ce63308	TCGA-HZ-7920-01A-11	48c0dd2d-99cd-46ec-8c1f-f2995f164290	TCGA-HZ-7920-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1fe937f7-b4e5-4cf6-be9b-215a012533c6	TCGA-HZ-7920	d77fff54-00dc-4bae-87be-581218089c09	TCGA-HZ-7920-01A	8b53a341-8fbf-482b-85a6-bf042ce63308	TCGA-HZ-7920-01A-11	a9758d23-90fd-4e69-8409-18497090a7d0	TCGA-HZ-7920-01A-11R	'--	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.29	8.1	UV Spec	released	'--
TCGA-PAAD	1fe937f7-b4e5-4cf6-be9b-215a012533c6	TCGA-HZ-7920	d77fff54-00dc-4bae-87be-581218089c09	TCGA-HZ-7920-01A	8b53a341-8fbf-482b-85a6-bf042ce63308	TCGA-HZ-7920-01A-11	e0a4add6-5c68-4b58-a38c-6abeb0e7ce34	TCGA-HZ-7920-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1fe937f7-b4e5-4cf6-be9b-215a012533c6	TCGA-HZ-7920	f644e4f3-81aa-40de-9421-68f4e02f8b60	TCGA-HZ-7920-10B	fa26cbcd-9bf4-49a4-b16d-ce053ee1b5c3	TCGA-HZ-7920-10B-01	43eaabe3-91e0-484c-b0aa-91d4acdfcc7f	TCGA-HZ-7920-10B-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1fe937f7-b4e5-4cf6-be9b-215a012533c6	TCGA-HZ-7920	f644e4f3-81aa-40de-9421-68f4e02f8b60	TCGA-HZ-7920-10B	fa26cbcd-9bf4-49a4-b16d-ce053ee1b5c3	TCGA-HZ-7920-10B-01	6cb1bace-a1d5-4a44-9a96-b2cad9150234	TCGA-HZ-7920-10B-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3559f697-8fec-4f36-962c-632272fe9c9c	TCGA-IB-7651	25160ba7-23d9-4234-a6c8-8a18e66b8b9b	TCGA-IB-7651-01A	6c0702f5-d9b1-4845-bcd1-53a0081eb38b	TCGA-IB-7651-01A-11	00fb57c0-5245-4acf-997f-79687347ca7e	TCGA-IB-7651-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3559f697-8fec-4f36-962c-632272fe9c9c	TCGA-IB-7651	25160ba7-23d9-4234-a6c8-8a18e66b8b9b	TCGA-IB-7651-01A	6c0702f5-d9b1-4845-bcd1-53a0081eb38b	TCGA-IB-7651-01A-11	f3e462fb-2ee2-48e6-b83e-96e23598a79c	TCGA-IB-7651-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3559f697-8fec-4f36-962c-632272fe9c9c	TCGA-IB-7651	25160ba7-23d9-4234-a6c8-8a18e66b8b9b	TCGA-IB-7651-01A	6c0702f5-d9b1-4845-bcd1-53a0081eb38b	TCGA-IB-7651-01A-11	f4d258db-4ad3-47d6-a9ec-4feea2d8e2d0	TCGA-IB-7651-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.62	9.0	UV Spec	released	'--
TCGA-PAAD	3559f697-8fec-4f36-962c-632272fe9c9c	TCGA-IB-7651	6b1663e9-bbdd-4606-b766-f676a4afa864	TCGA-IB-7651-10A	433003cf-2bec-4ba7-8d62-87af4e5bb053	TCGA-IB-7651-10A-01	4a2c4a1d-1984-4a59-9912-49919467c6c8	TCGA-IB-7651-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3559f697-8fec-4f36-962c-632272fe9c9c	TCGA-IB-7651	6b1663e9-bbdd-4606-b766-f676a4afa864	TCGA-IB-7651-10A	433003cf-2bec-4ba7-8d62-87af4e5bb053	TCGA-IB-7651-10A-01	a0abdb98-798e-475d-a6bc-064e193886e8	TCGA-IB-7651-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c60a4c63-607b-4d59-8625-bc5d20207647	TCGA-F2-6880	49ab06a6-0b56-488a-83f3-0f4f3cc93103	TCGA-F2-6880-01A	8e63b75f-eefc-437d-a082-2c6acfcca5a2	TCGA-F2-6880-01A-11	24f9339d-c257-447b-aa52-278cbfc2dfae	TCGA-F2-6880-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c60a4c63-607b-4d59-8625-bc5d20207647	TCGA-F2-6880	49ab06a6-0b56-488a-83f3-0f4f3cc93103	TCGA-F2-6880-01A	8e63b75f-eefc-437d-a082-2c6acfcca5a2	TCGA-F2-6880-01A-11	8fc4c4e1-7c1b-4528-8ba1-7eb77fcbbbdb	TCGA-F2-6880-01A-11D	1.9	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-PAAD	c60a4c63-607b-4d59-8625-bc5d20207647	TCGA-F2-6880	49ab06a6-0b56-488a-83f3-0f4f3cc93103	TCGA-F2-6880-01A	8e63b75f-eefc-437d-a082-2c6acfcca5a2	TCGA-F2-6880-01A-11	f3693984-3818-4b2d-b7aa-1deb263c98fa	TCGA-F2-6880-01A-11R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	0.85	7.0	UV Spec	released	'--
TCGA-PAAD	c60a4c63-607b-4d59-8625-bc5d20207647	TCGA-F2-6880	a85b1d59-d94d-45c7-b972-f80f9b8e1563	TCGA-F2-6880-10A	289508c3-2596-4782-abdd-a303666cedd7	TCGA-F2-6880-10A-01	3543c61c-993f-49ee-8cfc-ecec0e42f69b	TCGA-F2-6880-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c60a4c63-607b-4d59-8625-bc5d20207647	TCGA-F2-6880	a85b1d59-d94d-45c7-b972-f80f9b8e1563	TCGA-F2-6880-10A	289508c3-2596-4782-abdd-a303666cedd7	TCGA-F2-6880-10A-01	70f52a2d-e389-47a7-b91b-5265259dc065	TCGA-F2-6880-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	256face5-855f-4c5c-9e0b-91a56f571426	TCGA-L1-A7W4-11A	7c0a98ee-49b5-461e-bd70-3865efe02c70	TCGA-L1-A7W4-11A-11	0a86403c-3ae0-4414-8dc4-c65e2604b795	TCGA-L1-A7W4-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	256face5-855f-4c5c-9e0b-91a56f571426	TCGA-L1-A7W4-11A	7c0a98ee-49b5-461e-bd70-3865efe02c70	TCGA-L1-A7W4-11A-11	7058dd1a-e1b6-428a-9840-face3ad29407	TCGA-L1-A7W4-11A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	618851a2-a6c8-4a0b-b1d9-d1365309fee6	TCGA-L1-A7W4-01A	2ca7f375-5512-490f-89e1-643db12b2f6c	TCGA-L1-A7W4-01A-12	4619be42-87e9-413f-8b90-25a2ee3dd3a1	TCGA-L1-A7W4-01A-12R	1.84	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.67	8.0	UV Spec	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	618851a2-a6c8-4a0b-b1d9-d1365309fee6	TCGA-L1-A7W4-01A	2ca7f375-5512-490f-89e1-643db12b2f6c	TCGA-L1-A7W4-01A-12	958eb4b3-8a37-465b-bfda-a5a1755080a3	TCGA-L1-A7W4-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	618851a2-a6c8-4a0b-b1d9-d1365309fee6	TCGA-L1-A7W4-01A	2ca7f375-5512-490f-89e1-643db12b2f6c	TCGA-L1-A7W4-01A-12	c28dacd7-43c7-4143-a93a-881dd74f41c7	TCGA-L1-A7W4-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	8f041344-d0e6-4f50-984f-262681b47def	TCGA-L1-A7W4-10A	cc5ea8c3-8f6f-4344-a406-3a00f78564f6	TCGA-L1-A7W4-10A-01	26b06c8c-a2a7-49a8-9fa8-3fbfc751f1d3	TCGA-L1-A7W4-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ab449860-46e5-485e-abd5-31c5abef2c58	TCGA-L1-A7W4	8f041344-d0e6-4f50-984f-262681b47def	TCGA-L1-A7W4-10A	cc5ea8c3-8f6f-4344-a406-3a00f78564f6	TCGA-L1-A7W4-10A-01	f20aeadf-c615-4683-a6f3-f5d3c2454775	TCGA-L1-A7W4-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3264459c-adeb-486e-ab8f-274574441593	TCGA-HV-A5A4	27450752-d00f-4bfd-8538-513789838f62	TCGA-HV-A5A4-10A	450067d2-b6d9-493b-940a-fd2afa0e0c10	TCGA-HV-A5A4-10A-01	616e956c-fb6f-41f1-8263-627720c4e8d4	TCGA-HV-A5A4-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3264459c-adeb-486e-ab8f-274574441593	TCGA-HV-A5A4	27450752-d00f-4bfd-8538-513789838f62	TCGA-HV-A5A4-10A	450067d2-b6d9-493b-940a-fd2afa0e0c10	TCGA-HV-A5A4-10A-01	9bd8230c-cf20-4a87-994f-a95a4db261c1	TCGA-HV-A5A4-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	3264459c-adeb-486e-ab8f-274574441593	TCGA-HV-A5A4	b8465091-5505-4bc4-8c83-59ab36e7be13	TCGA-HV-A5A4-01A	f7000927-7f95-4bc0-a7fb-6e192c8100f0	TCGA-HV-A5A4-01A-11	2cd1de1b-4c78-407c-94d5-ff49dc5a27ab	TCGA-HV-A5A4-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	3264459c-adeb-486e-ab8f-274574441593	TCGA-HV-A5A4	b8465091-5505-4bc4-8c83-59ab36e7be13	TCGA-HV-A5A4-01A	f7000927-7f95-4bc0-a7fb-6e192c8100f0	TCGA-HV-A5A4-01A-11	4b996cc0-1b2a-4fe4-a277-bb9f1ca1088f	TCGA-HV-A5A4-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	3264459c-adeb-486e-ab8f-274574441593	TCGA-HV-A5A4	b8465091-5505-4bc4-8c83-59ab36e7be13	TCGA-HV-A5A4-01A	f7000927-7f95-4bc0-a7fb-6e192c8100f0	TCGA-HV-A5A4-01A-11	f3702a53-cdb4-4001-a474-cf9f6f5aff70	TCGA-HV-A5A4-01A-11R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.34	8.3	UV Spec	released	'--
TCGA-PAAD	597a5a56-244b-4218-a55d-5d08217ea28c	TCGA-XD-AAUL	2768d39f-41c7-4f4b-86e8-1783abe1b302	TCGA-XD-AAUL-10A	6e9be6d4-5915-4586-8459-ee4c178dd9bb	TCGA-XD-AAUL-10A-01	023d3edb-8d55-4382-b4a6-ee4c6b044d19	TCGA-XD-AAUL-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	597a5a56-244b-4218-a55d-5d08217ea28c	TCGA-XD-AAUL	2768d39f-41c7-4f4b-86e8-1783abe1b302	TCGA-XD-AAUL-10A	6e9be6d4-5915-4586-8459-ee4c178dd9bb	TCGA-XD-AAUL-10A-01	0ca4c32e-eb65-478f-9be6-98abea685287	TCGA-XD-AAUL-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	597a5a56-244b-4218-a55d-5d08217ea28c	TCGA-XD-AAUL	eefa10e3-1267-41ba-8207-794ce650dcd1	TCGA-XD-AAUL-01A	d0d5eff8-82bf-4162-b314-9a0fc1621258	TCGA-XD-AAUL-01A-21	0c16197f-8587-4f64-a144-3db47b8eb670	TCGA-XD-AAUL-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	597a5a56-244b-4218-a55d-5d08217ea28c	TCGA-XD-AAUL	eefa10e3-1267-41ba-8207-794ce650dcd1	TCGA-XD-AAUL-01A	d0d5eff8-82bf-4162-b314-9a0fc1621258	TCGA-XD-AAUL-01A-21	2e42f913-1d34-41a5-85fa-97dfddc866cb	TCGA-XD-AAUL-01A-21D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	597a5a56-244b-4218-a55d-5d08217ea28c	TCGA-XD-AAUL	eefa10e3-1267-41ba-8207-794ce650dcd1	TCGA-XD-AAUL-01A	d0d5eff8-82bf-4162-b314-9a0fc1621258	TCGA-XD-AAUL-01A-21	c35b7fb4-d964-4a88-8078-0b766143a95b	TCGA-XD-AAUL-01A-21R	1.82	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.36	7.9	UV Spec	released	'--
TCGA-PAAD	1422bc35-4597-4e76-aa75-8e79613e67d5	TCGA-FB-AAPP	279140b3-a1ac-4fed-a1aa-cba460b34ab5	TCGA-FB-AAPP-01A	5df3833b-5934-448d-adf5-454a9b42fd34	TCGA-FB-AAPP-01A-12	29a447f0-8b36-4f1f-9025-4834ebd0eb14	TCGA-FB-AAPP-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1422bc35-4597-4e76-aa75-8e79613e67d5	TCGA-FB-AAPP	279140b3-a1ac-4fed-a1aa-cba460b34ab5	TCGA-FB-AAPP-01A	5df3833b-5934-448d-adf5-454a9b42fd34	TCGA-FB-AAPP-01A-12	cb10d840-4d94-4f48-87ba-318bf98358cb	TCGA-FB-AAPP-01A-12R	1.87	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.89	8.6	UV Spec	released	'--
TCGA-PAAD	1422bc35-4597-4e76-aa75-8e79613e67d5	TCGA-FB-AAPP	292221c0-1290-4a16-89c6-717d45554c80	TCGA-FB-AAPP-11A	b70b48ec-b32e-4cf7-ac27-f0966e88ad9d	TCGA-FB-AAPP-11A-11	7fb665e7-70c6-4e83-9e82-03ca22d5896b	TCGA-FB-AAPP-11A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN	7038c1eb-2faf-45ac-8a34-c0df6743ad73	TCGA-IB-AAUN-10A	462d7bf8-b72e-4ba8-856a-0656a62ece27	TCGA-IB-AAUN-10A-01	5565fd01-880e-41ef-a74d-872753a59fb3	TCGA-IB-AAUN-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN	7038c1eb-2faf-45ac-8a34-c0df6743ad73	TCGA-IB-AAUN-10A	462d7bf8-b72e-4ba8-856a-0656a62ece27	TCGA-IB-AAUN-10A-01	9ab4b83b-5dce-436f-a47f-71ebb923ad80	TCGA-IB-AAUN-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN	71e44d9e-5f8c-4549-a33d-f785a301f152	TCGA-IB-AAUN-01A	251e81a3-98e4-4c93-b8c7-c7e5520eafa4	TCGA-IB-AAUN-01A-12	5d875cf3-5c55-4af1-9b9d-f1ad8b663f69	TCGA-IB-AAUN-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN	71e44d9e-5f8c-4549-a33d-f785a301f152	TCGA-IB-AAUN-01A	251e81a3-98e4-4c93-b8c7-c7e5520eafa4	TCGA-IB-AAUN-01A-12	8d2fdf99-813f-4b2d-a9ae-5ec96b8bf350	TCGA-IB-AAUN-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	638b1a6a-c222-414c-96bc-f259f0afb278	TCGA-IB-AAUN	71e44d9e-5f8c-4549-a33d-f785a301f152	TCGA-IB-AAUN-01A	251e81a3-98e4-4c93-b8c7-c7e5520eafa4	TCGA-IB-AAUN-01A-12	a68fe8ea-a975-4a32-97cf-2ae4381aad82	TCGA-IB-AAUN-01A-12R	1.86	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.14	7.6	UV Spec	released	'--
TCGA-PAAD	1c2341f3-558b-4555-90ff-c7a23ef85c0b	TCGA-3A-A9IV	281c1d2a-f012-487c-bec4-ded42f35004d	TCGA-3A-A9IV-10A	c14700a0-08ef-493b-9f40-bb9995fbddd8	TCGA-3A-A9IV-10A-01	983761a7-6de4-4ca9-ae3a-d0934200ab9c	TCGA-3A-A9IV-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	1c2341f3-558b-4555-90ff-c7a23ef85c0b	TCGA-3A-A9IV	34632ff6-f53f-4204-b38a-04975694bcae	TCGA-3A-A9IV-01A	b6bd66dd-169d-4a54-96cb-70341cca51ea	TCGA-3A-A9IV-01A-11	a4b83050-8482-459c-bec5-fa0c3c97e5b6	TCGA-3A-A9IV-01A-11R	1.92	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.51	8.4	UV Spec	released	'--
TCGA-PAAD	1c2341f3-558b-4555-90ff-c7a23ef85c0b	TCGA-3A-A9IV	34632ff6-f53f-4204-b38a-04975694bcae	TCGA-3A-A9IV-01A	b6bd66dd-169d-4a54-96cb-70341cca51ea	TCGA-3A-A9IV-01A-11	e67d9009-6ec5-4c7a-8205-47fa2b0da6de	TCGA-3A-A9IV-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f2313562-c894-486d-a9b6-ed362e12a32a	TCGA-FB-AAPZ	7bed4d7c-3ef6-4469-ac95-8e97de055d66	TCGA-FB-AAPZ-11A	825cd56f-84e6-4aac-b9ae-c74b0287b325	TCGA-FB-AAPZ-11A-11	bd27e49b-7d62-429e-a93f-a07d44c16e2a	TCGA-FB-AAPZ-11A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f2313562-c894-486d-a9b6-ed362e12a32a	TCGA-FB-AAPZ	b537c629-417d-48d6-a847-df3793473de9	TCGA-FB-AAPZ-01A	bb513a0e-7552-4dad-9a12-8b73648c5f40	TCGA-FB-AAPZ-01A-11	5099614a-4c66-4cc4-96bb-ec5551c61226	TCGA-FB-AAPZ-01A-11R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.26	7.1	UV Spec	released	'--
TCGA-PAAD	f2313562-c894-486d-a9b6-ed362e12a32a	TCGA-FB-AAPZ	b537c629-417d-48d6-a847-df3793473de9	TCGA-FB-AAPZ-01A	bb513a0e-7552-4dad-9a12-8b73648c5f40	TCGA-FB-AAPZ-01A-11	64d70fed-6660-4ada-94d0-919ce985072a	TCGA-FB-AAPZ-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2c636fb4-c341-4c55-b920-27bc2d40c815	TCGA-HZ-A4BH	5f91f484-6b2c-4b50-9392-3617b435c0b4	TCGA-HZ-A4BH-01A	411e776f-ed99-4afa-9406-9343e4e83155	TCGA-HZ-A4BH-01A-11	0d98343a-178d-49bf-9151-a5d0a6ac8aef	TCGA-HZ-A4BH-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	2c636fb4-c341-4c55-b920-27bc2d40c815	TCGA-HZ-A4BH	5f91f484-6b2c-4b50-9392-3617b435c0b4	TCGA-HZ-A4BH-01A	411e776f-ed99-4afa-9406-9343e4e83155	TCGA-HZ-A4BH-01A-11	28ddaac1-5fa9-4595-a693-4c6ac681c7fc	TCGA-HZ-A4BH-01A-11R	1.91	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.31	7.4	UV Spec	released	'--
TCGA-PAAD	2c636fb4-c341-4c55-b920-27bc2d40c815	TCGA-HZ-A4BH	5f91f484-6b2c-4b50-9392-3617b435c0b4	TCGA-HZ-A4BH-01A	411e776f-ed99-4afa-9406-9343e4e83155	TCGA-HZ-A4BH-01A-11	dc6d1eb6-b347-43ba-88c6-bbd9922a0643	TCGA-HZ-A4BH-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2c636fb4-c341-4c55-b920-27bc2d40c815	TCGA-HZ-A4BH	d7ce1e1d-4c64-4ed4-8c0d-bec05edc5ee7	TCGA-HZ-A4BH-10A	1e57f1ab-c3aa-4054-bab8-0615a90931ae	TCGA-HZ-A4BH-10A-01	b6afcca7-b7b6-4587-9c52-a40476f077a4	TCGA-HZ-A4BH-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
